gene_identifier_upper,canonical_transcript,main
E3KARP,ENST00000424542,False
ENST00000397180,ENST00000397180,True
ENSG00000130988,ENST00000397180,True
RGN,ENST00000397180,True
SMP30,ENST00000397180,False
RC,ENST00000397180,False
ENST00000355265,ENST00000355265,True
ENSG00000197993,ENST00000355265,True
KEL,ENST00000355265,True
ECE3,ENST00000355265,False
CD238,ENST00000355265,False
ENST00000223129,ENST00000223129,True
ENSG00000106399,ENST00000223129,True
RPA3,ENST00000223129,True
REPA3,ENST00000223129,False
ENST00000392278,ENST00000392278,True
ENSG00000131943,ENST00000392278,True
C19ORF12,ENST00000392278,True
SPG43,ENST00000392278,False
MGC10922,ENST00000392278,False
DKFZP762D096,ENST00000392278,False
NBIA4,ENST00000392278,False
ENST00000288710,ENST00000288710,True
ENSG00000157856,ENST00000288710,True
DRC1,ENST00000288710,True
C2ORF39,ENST00000288710,False
CCDC164,ENST00000288710,False
MGC16372,ENST00000288710,False
FLJ32660,ENST00000288710,False
ENST00000255078,ENST00000255078,True
ENSG00000132740,ENST00000255078,True
IGHMBP2,ENST00000255078,True
ZFAND7,ENST00000255078,False
SMUBP2,ENST00000255078,False
CATF1,ENST00000255078,False
SMARD1,ENST00000255078,False
HCSA,ENST00000255078,False
HMN6,ENST00000255078,False
ENST00000455480,ENST00000455480,True
ENSG00000111271,ENST00000455480,True
ACAD10,ENST00000455480,True
MGC5601,ENST00000455480,False
ENST00000454449,ENST00000454449,True
ENSG00000253831,ENST00000454449,True
ETV3L,ENST00000454449,True
FLJ16478,ENST00000454449,False
ENST00000271375,ENST00000271375,True
ENSG00000213064,ENST00000271375,True
SFT2D2,ENST00000271375,True
UNQ512,ENST00000271375,False
DJ747L4.C1.2,ENST00000271375,False
ENST00000291560,ENST00000291560,True
ENSG00000160207,ENST00000291560,True
HSF2BP,ENST00000291560,True
ENST00000370665,ENST00000370665,True
ENSG00000137976,ENST00000370665,True
DNASE2B,ENST00000370665,True
DLAD,ENST00000370665,False
ENST00000372518,ENST00000372518,True
ENSG00000124257,ENST00000372518,True
NEURL2,ENST00000372518,True
C20ORF163,ENST00000372518,False
DJ337O18.6,ENST00000372518,False
FLJ30259,ENST00000372518,False
OZZ,ENST00000372518,False
OZZ-E3,ENST00000372518,False
ENST00000302824,ENST00000302824,True
ENSG00000172345,ENST00000302824,True
STARD5,ENST00000302824,True
MGC10327,ENST00000302824,False
ENST00000255858,ENST00000255858,True
ENSG00000133488,ENST00000255858,True
SEC14L4,ENST00000255858,True
TAP3,ENST00000255858,False
DJ130H16.5,ENST00000255858,False
ENST00000396209,ENST00000396209,True
ENSG00000008394,ENST00000396209,True
MGST1,ENST00000396209,True
GST12,ENST00000396209,False
MGST-I,ENST00000396209,False
ENST00000334897,ENST00000334897,True
ENSG00000186930,ENST00000334897,True
KRTAP6-2,ENST00000334897,True
KAP6.2,ENST00000334897,False
ENST00000320704,ENST00000320704,True
ENSG00000181803,ENST00000320704,True
OR6S1,ENST00000320704,True
OR6S1Q,ENST00000320704,False
ENST00000344846,ENST00000344846,True
ENSG00000105467,ENST00000344846,True
SYNGR4,ENST00000344846,True
ENST00000455833,ENST00000455833,True
ENSG00000169991,ENST00000455833,True
IFFO2,ENST00000455833,True
ENST00000262178,ENST00000262178,True
ENSG00000106018,ENST00000262178,True
VIPR2,ENST00000262178,True
VPAC2,ENST00000262178,False
VPAC2R,ENST00000262178,False
ENST00000395384,ENST00000395384,True
ENSG00000103485,ENST00000395384,True
QPRT,ENST00000395384,True
QPRTASE,ENST00000395384,False
ENST00000268150,ENST00000268150,True
ENSG00000140545,ENST00000268150,True
MFGE8,ENST00000268150,True
SPAG10,ENST00000268150,False
SED1,ENST00000268150,False
EDIL1,ENST00000268150,False
BA46,ENST00000268150,False
OACGD3S,ENST00000268150,False
HST19888,ENST00000268150,False
MFG-E8,ENST00000268150,False
HP47,ENST00000268150,False
ENST00000371522,ENST00000371522,True
ENSG00000121310,ENST00000371522,True
ECHDC2,ENST00000371522,True
FLJ10948,ENST00000371522,False
ENST00000457692,ENST00000457692,True
ENSG00000197632,ENST00000457692,True
SERPINB2,ENST00000457692,True
PLANH2,ENST00000457692,False
PAI2,ENST00000457692,False
HST1201,ENST00000457692,False
ENST00000295304,ENST00000295304,True
ENSG00000143942,ENST00000295304,True
CHAC2,ENST00000295304,True
ENST00000336930,ENST00000336930,True
ENSG00000187398,ENST00000336930,True
LUZP2,ENST00000336930,True
ENST00000311506,ENST00000311506,True
ENSG00000087995,ENST00000311506,True
METTL2A,ENST00000311506,True
FLJ12760,ENST00000311506,False
METTL2,ENST00000311506,False
ENST00000422142,ENST00000422142,True
ENSG00000236279,ENST00000422142,True
CLEC2L,ENST00000422142,True
FLJ32986,ENST00000422142,False
ENST00000391352,ENST00000391352,True
ENSG00000212657,ENST00000391352,True
KRTAP16-1,ENST00000391352,True
KAP16.1,ENST00000391352,False
ENST00000375121,ENST00000375121,True
ENSG00000178828,ENST00000375121,True
RNF186,ENST00000375121,True
FLJ20225,ENST00000375121,False
ENST00000300952,ENST00000300952,True
ENSG00000167470,ENST00000300952,True
MIDN,ENST00000300952,True
ENST00000321753,ENST00000321753,True
ENSG00000177096,ENST00000321753,True
FAM109B,ENST00000321753,True
DKFZP686J07229,ENST00000321753,False
ENST00000450845,ENST00000450845,True
ENSG00000170469,ENST00000450845,True
SPATA24,ENST00000450845,True
T6441,ENST00000450845,False
CCDC161,ENST00000450845,False
ENST00000397609,ENST00000397609,True
ENSG00000171262,ENST00000397609,True
FAM98B,ENST00000397609,True
FLJ38426,ENST00000397609,False
ENST00000281282,ENST00000281282,True
ENSG00000128849,ENST00000281282,True
CGNL1,ENST00000281282,True
FLJ14957,ENST00000281282,False
JACOP,ENST00000281282,False
KIAA1749,ENST00000281282,False
PARACINGULIN,ENST00000281282,False
ENST00000405006,ENST00000405006,True
ENSG00000115970,ENST00000405006,True
THADA,ENST00000405006,True
FLJ21877,ENST00000405006,False
KIAA1767,ENST00000405006,False
GITA,ENST00000405006,False
ENST00000309835,ENST00000309835,True
ENSG00000243244,ENST00000309835,True
STON1,ENST00000309835,True
SBLF,ENST00000309835,False
STONED-B1,ENST00000309835,False
ENST00000246117,ENST00000246117,True
ENSG00000125912,ENST00000246117,True
NCLN,ENST00000246117,True
NICALIN,ENST00000246117,False
NET59,ENST00000246117,False
ENST00000274773,ENST00000274773,True
ENSG00000146054,ENST00000274773,True
TRIM7,ENST00000274773,True
RNF90,ENST00000274773,False
GNIP,ENST00000274773,False
ENST00000225576,ENST00000225576,True
ENSG00000175106,ENST00000225576,True
TVP23C,ENST00000225576,True
FAM18B2,ENST00000225576,False
MGC8763,ENST00000225576,False
ENST00000228843,ENST00000228843,True
ENSG00000111247,ENST00000228843,True
RAD51AP1,ENST00000228843,True
PIR51,ENST00000228843,False
ENST00000337334,ENST00000337334,True
ENSG00000131969,ENST00000337334,True
ABHD12B,ENST00000337334,True
C14ORF29,ENST00000337334,False
BEM46L3,ENST00000337334,False
ENST00000344302,ENST00000344302,True
ENSG00000147121,ENST00000344302,True
KRBOX4,ENST00000344302,True
ZNF673,ENST00000344302,False
FLJ20344,ENST00000344302,False
ENST00000299454,ENST00000299454,True
ENSG00000166363,ENST00000299454,True
OR10A5,ENST00000299454,True
OR10A1,ENST00000299454,False
OR11-403,ENST00000299454,False
JCG6,ENST00000299454,False
ENST00000379242,ENST00000379242,True
ENSG00000205221,ENST00000379242,True
VIT,ENST00000379242,True
ENST00000537741,ENST00000537741,True
ENSG00000238243,ENST00000537741,True
OR2W3,ENST00000537741,True
OR2W8P,ENST00000537741,False
OR2W3P,ENST00000537741,False
OST718,ENST00000537741,False
ENST00000261880,ENST00000261880,True
ENSG00000103591,ENST00000261880,True
AAGAB,ENST00000261880,True
FLJ11506,ENST00000261880,False
P34,ENST00000261880,False
ENST00000377160,ENST00000377160,True
ENSG00000204695,ENST00000377160,True
OR14J1,ENST00000377160,True
OR5U1,ENST00000377160,False
HS6M1-28,ENST00000377160,False
ENST00000479870,ENST00000479870,True
ENSG00000198420,ENST00000479870,True
FAM115A,ENST00000479870,True
KIAA0738,ENST00000479870,False
ENST00000541231,ENST00000541231,True
ENSG00000150779,ENST00000541231,True
TIMM8B,ENST00000541231,True
TIM8B,ENST00000541231,False
DDP2,ENST00000541231,False
FLJ21744,ENST00000541231,False
MGC102866,ENST00000541231,False
MGC117373,ENST00000541231,False
ENST00000288177,ENST00000288177,True
ENSG00000157429,ENST00000288177,True
ZNF19,ENST00000288177,True
KOX12,ENST00000288177,False
MGC51021,ENST00000288177,False
ENST00000395812,ENST00000395812,True
ENSG00000153113,ENST00000395812,True
CAST,ENST00000395812,True
ENST00000369020,ENST00000369020,True
ENSG00000146285,ENST00000369020,True
SCML4,ENST00000369020,True
DJ47M23.1,ENST00000369020,False
ENST00000501748,ENST00000501748,True
ENSG00000183309,ENST00000501748,True
ZNF623,ENST00000501748,True
KIAA0628,ENST00000501748,False
ENST00000288840,ENST00000288840,True
ENSG00000137834,ENST00000288840,True
SMAD6,ENST00000288840,True
MADH7,ENST00000288840,False
MADH6,ENST00000288840,False
HST17432,ENST00000288840,False
ENST00000255681,ENST00000255681,True
ENSG00000133315,ENST00000255681,True
MACROD1,ENST00000255681,True
LRP16,ENST00000255681,False
ENST00000167588,ENST00000167588,True
ENSG00000171431,ENST00000167588,True
KRT20,ENST00000167588,True
CK20,ENST00000167588,False
K20,ENST00000167588,False
MGC35423,ENST00000167588,False
ENST00000281453,ENST00000281453,True
ENSG00000151725,ENST00000281453,True
MLF1IP,ENST00000281453,True
CENPU,ENST00000281453,False
CENP-U,ENST00000281453,False
KLIP1,ENST00000281453,False
CENP-50,ENST00000281453,False
ENST00000380097,ENST00000380097,True
ENSG00000121236,ENST00000380097,True
TRIM6,ENST00000380097,True
RNF89,ENST00000380097,False
ENST00000513312,ENST00000513312,True
ENSG00000234602,ENST00000513312,True
MCIDAS,ENST00000513312,True
MCIN,ENST00000513312,False
MCI,ENST00000513312,False
IDAS,ENST00000513312,False
ENST00000380520,ENST00000380520,True
ENSG00000124570,ENST00000380520,True
SERPINB6,ENST00000380520,True
PI6,ENST00000380520,False
DFNB91,ENST00000380520,False
PTI,ENST00000380520,False
CAP,ENST00000380520,False
ENST00000252711,ENST00000252711,True
ENSG00000130414,ENST00000252711,True
NDUFA10,ENST00000252711,True
CI-42K,ENST00000252711,False
ENST00000360587,ENST00000360587,True
ENSG00000197361,ENST00000360587,True
FBXL22,ENST00000360587,True
FBL22,ENST00000360587,False
FLJ39626,ENST00000360587,False
ENST00000314720,ENST00000314720,True
ENSG00000176896,ENST00000314720,True
TCEANC,ENST00000314720,True
MGC17403,ENST00000314720,False
ENST00000317121,ENST00000317121,True
ENSG00000181023,ENST00000317121,True
OR56B1,ENST00000317121,True
OR56B1P,ENST00000317121,False
ENST00000371197,ENST00000371197,True
ENSG00000203972,ENST00000371197,True
GLYATL3,ENST00000371197,True
C6ORF140,ENST00000371197,False
BA28H17.2,ENST00000371197,False
ENST00000311591,ENST00000311591,True
ENSG00000186513,ENST00000311591,True
OR9Q2,ENST00000311591,True
OR9Q2P,ENST00000311591,False
ENST00000377169,ENST00000377169,True
ENSG00000204701,ENST00000377169,True
OR2J3,ENST00000377169,True
OR6-6,ENST00000377169,False
ENST00000240652,ENST00000240652,True
ENSG00000121351,ENST00000240652,True
IAPP,ENST00000240652,True
AMYLIN,ENST00000240652,False
DAP,ENST00000240652,False
IAP,ENST00000240652,False
ENST00000265164,ENST00000265164,True
ENSG00000138794,ENST00000265164,True
CASP6,ENST00000265164,True
MCH2,ENST00000265164,False
ENST00000377574,ENST00000377574,True
ENSG00000197891,ENST00000377574,True
SLC22A12,ENST00000377574,True
OAT4L,ENST00000377574,False
RST,ENST00000377574,False
URAT1,ENST00000377574,False
ENST00000356350,ENST00000356350,True
ENSG00000197459,ENST00000356350,True
HIST1H2BH,ENST00000356350,True
H2BFJ,ENST00000356350,False
H2B/J,ENST00000356350,False
ENST00000253233,ENST00000253233,True
ENSG00000130921,ENST00000253233,True
C12ORF65,ENST00000253233,True
FLJ38663,ENST00000253233,False
SPG55,ENST00000253233,False
ENST00000354957,ENST00000354957,True
ENSG00000198093,ENST00000354957,True
ZNF649,ENST00000354957,True
FLJ12644,ENST00000354957,False
ENST00000355547,ENST00000355547,True
ENSG00000172367,ENST00000355547,True
PDZD3,ENST00000355547,True
PDZK2,ENST00000355547,False
FLJ22756,ENST00000355547,False
IKEPP,ENST00000355547,False
ENST00000398965,ENST00000398965,True
ENSG00000164074,ENST00000398965,True
C4ORF29,ENST00000398965,True
FLJ21106,ENST00000398965,False
ENST00000608836,ENST00000608836,True
ENSG00000152133,ENST00000608836,True
GPATCH11,ENST00000608836,True
CCDC75,ENST00000608836,False
FLJ38348,ENST00000608836,False
CENPY,ENST00000608836,False
CENP-Y,ENST00000608836,False
ENST00000246115,ENST00000246115,True
ENSG00000125910,ENST00000246115,True
S1PR4,ENST00000246115,True
EDG6,ENST00000246115,False
ENST00000333610,ENST00000333610,True
ENSG00000183891,ENST00000333610,True
TTC32,ENST00000333610,True
ENST00000354377,ENST00000354377,True
ENSG00000196391,ENST00000354377,True
ZNF774,ENST00000354377,True
MGC75360,ENST00000354377,False
ENST00000374810,ENST00000374810,True
ENSG00000078804,ENST00000374810,True
TP53INP2,ENST00000374810,True
C20ORF110,ENST00000374810,False
FLJ21759,ENST00000374810,False
FLJ23500,ENST00000374810,False
DKFZP434B2411,ENST00000374810,False
DKFZP434O0827,ENST00000374810,False
DJ1181N3.1,ENST00000374810,False
PINH,ENST00000374810,False
DOR,ENST00000374810,False
ENST00000263735,ENST00000263735,True
ENSG00000119888,ENST00000263735,True
EPCAM,ENST00000263735,True
M4S1,ENST00000263735,False
MIC18,ENST00000263735,False
TACSTD1,ENST00000263735,False
LY74,ENST00000263735,False
TROP1,ENST00000263735,False
GA733-2,ENST00000263735,False
EGP34,ENST00000263735,False
EGP40,ENST00000263735,False
EGP-2,ENST00000263735,False
KSA,ENST00000263735,False
CD326,ENST00000263735,False
EP-CAM,ENST00000263735,False
HEA125,ENST00000263735,False
KS1/4,ENST00000263735,False
MK-1,ENST00000263735,False
MH99,ENST00000263735,False
MOC31,ENST00000263735,False
323/A3,ENST00000263735,False
17-1A,ENST00000263735,False
TACST-1,ENST00000263735,False
CO-17A,ENST00000263735,False
ESA,ENST00000263735,False
ENST00000278060,ENST00000278060,True
ENSG00000148832,ENST00000278060,True
PAOX,ENST00000278060,True
PAO,ENST00000278060,False
ENST00000340369,ENST00000340369,True
ENSG00000168334,ENST00000340369,True
XIRP1,ENST00000340369,True
CMYA1,ENST00000340369,False
DKFZP451D042,ENST00000340369,False
XIN,ENST00000340369,False
ENST00000251203,ENST00000251203,True
ENSG00000105717,ENST00000251203,True
PBX4,ENST00000251203,True
ENST00000256722,ENST00000256722,True
ENSG00000134326,ENST00000256722,True
CMPK2,ENST00000256722,True
TYKI,ENST00000256722,False
UMP-CMPK2,ENST00000256722,False
ENST00000305141,ENST00000305141,True
ENSG00000171596,ENST00000305141,True
NMUR1,ENST00000305141,True
GPR66,ENST00000305141,False
GPC-R,ENST00000305141,False
FM-3,ENST00000305141,False
NMU1R,ENST00000305141,False
ENST00000356166,ENST00000356166,True
ENSG00000156860,ENST00000356166,True
FBRS,ENST00000356166,True
FBS1,ENST00000356166,False
FBS,ENST00000356166,False
FLJ11618,ENST00000356166,False
ENST00000383555,ENST00000383555,True
ENSG00000168787,ENST00000383555,True
OR12D2,ENST00000383555,True
HS6M1-20,ENST00000383555,False
ENST00000418107,ENST00000418107,True
ENSG00000242574,ENST00000418107,True
HLA-DMB,ENST00000418107,True
D6S221E,ENST00000418107,False
RING7,ENST00000418107,False
ENST00000432680,ENST00000432680,True
ENSG00000013619,ENST00000432680,True
MAMLD1,ENST00000432680,True
CXORF6,ENST00000432680,False
CG1,ENST00000432680,False
F18,ENST00000432680,False
ENST00000240316,ENST00000240316,True
ENSG00000121058,ENST00000240316,True
COIL,ENST00000240316,True
CLN80,ENST00000240316,False
P80-COILIN,ENST00000240316,False
ENST00000184266,ENST00000184266,True
ENSG00000065518,ENST00000184266,True
NDUFB4,ENST00000184266,True
B15,ENST00000184266,False
ENST00000302362,ENST00000302362,True
ENSG00000172301,ENST00000302362,True
COPRS,ENST00000302362,True
C17ORF79,ENST00000302362,False
TTP1,ENST00000302362,False
HSA272196,ENST00000302362,False
COPR5,ENST00000302362,False
ENST00000250244,ENST00000250244,True
ENSG00000129354,ENST00000250244,True
AP1M2,ENST00000250244,True
HSMU1B,ENST00000250244,False
MU2,ENST00000250244,False
AP1-MU2,ENST00000250244,False
ENST00000378673,ENST00000378673,True
ENSG00000164404,ENST00000378673,True
GDF9,ENST00000378673,True
ENST00000373173,ENST00000373173,True
ENSG00000155008,ENST00000373173,True
APOOL,ENST00000373173,True
CXORF33,ENST00000373173,False
FAM121A,ENST00000373173,False
UNQ8193,ENST00000373173,False
AAIR8193,ENST00000373173,False
ENST00000356189,ENST00000356189,True
ENSG00000176244,ENST00000356189,True
ACBD7,ENST00000356189,True
FLJ38219,ENST00000356189,False
BA455B2.2,ENST00000356189,False
ENST00000427025,ENST00000427025,True
ENSG00000135540,ENST00000427025,True
NHSL1,ENST00000427025,True
C6ORF63,ENST00000427025,False
BA43P8.1,ENST00000427025,False
KIAA1357,ENST00000427025,False
ENST00000358781,ENST00000358781,True
ENSG00000198643,ENST00000358781,True
FAM3D,ENST00000358781,True
EF7,ENST00000358781,False
OIT1,ENST00000358781,False
ENST00000262577,ENST00000262577,True
ENSG00000014164,ENST00000262577,True
ZC3H3,ENST00000262577,True
ZC3HDC3,ENST00000262577,False
KIAA0150,ENST00000262577,False
ENST00000334258,ENST00000334258,True
ENSG00000176438,ENST00000334258,True
SYNE3,ENST00000334258,True
C14ORF49,ENST00000334258,False
FLJ25605,ENST00000334258,False
NET53,ENST00000334258,False
NESPRIN-3,ENST00000334258,False
NESP3,ENST00000334258,False
ENST00000222032,ENST00000222032,True
ENSG00000105427,ENST00000222032,True
CNFN,ENST00000222032,True
PLAC8L2,ENST00000222032,False
ENST00000285116,ENST00000285116,True
ENSG00000154839,ENST00000285116,True
SKA1,ENST00000285116,True
C18ORF24,ENST00000285116,False
MGC10200,ENST00000285116,False
ENST00000373048,ENST00000373048,True
ENSG00000183317,ENST00000373048,True
EPHA10,ENST00000373048,True
FLJ16103,ENST00000373048,False
FLJ33655,ENST00000373048,False
ENST00000370001,ENST00000370001,True
ENSG00000162641,ENST00000370001,True
AKNAD1,ENST00000370001,True
C1ORF62,ENST00000370001,False
MGC26989,ENST00000370001,False
ENST00000215904,ENST00000215904,True
ENSG00000241360,ENST00000215904,True
PDXP,ENST00000215904,True
DJ37E16.5,ENST00000215904,False
FLJ32703,ENST00000215904,False
ENST00000251607,ENST00000251607,True
ENSG00000072756,ENST00000251607,True
TRNT1,ENST00000251607,True
MTCCA,ENST00000251607,False
CGI-47,ENST00000251607,False
CCA1,ENST00000251607,False
ENST00000361114,ENST00000361114,True
ENSG00000107745,ENST00000361114,True
MICU1,ENST00000361114,True
CBARA1,ENST00000361114,False
CALC,ENST00000361114,False
EFHA3,ENST00000361114,False
FLJ12684,ENST00000361114,False
ENST00000543018,ENST00000543018,True
ENSG00000220575,ENST00000543018,True
HTR5A-AS1,ENST00000543018,True
ENST00000334529,ENST00000334529,True
ENSG00000186265,ENST00000334529,True
BTLA,ENST00000334529,True
BTLA1,ENST00000334529,False
CD272,ENST00000334529,False
ENST00000335678,ENST00000335678,True
ENSG00000185974,ENST00000335678,True
GRK1,ENST00000335678,True
RHOK,ENST00000335678,False
GPRK1,ENST00000335678,False
RK,ENST00000335678,False
ENST00000483063,ENST00000483063,True
ENSG00000115350,ENST00000483063,True
POLE4,ENST00000483063,True
P12,ENST00000483063,False
ENST00000262953,ENST00000262953,True
ENSG00000065717,ENST00000262953,True
TLE2,ENST00000262953,True
ESG2,ENST00000262953,False
GRG2,ENST00000262953,False
ESG,ENST00000262953,False
FLJ41188,ENST00000262953,False
ENST00000216071,ENST00000216071,True
ENSG00000100249,ENST00000216071,True
C22ORF31,ENST00000216071,True
HS747E2A,ENST00000216071,False
BK747E2.1,ENST00000216071,False
ENST00000340096,ENST00000340096,True
ENSG00000046651,ENST00000340096,True
OFD1,ENST00000340096,True
CXORF5,ENST00000340096,False
RP23,ENST00000340096,False
71-7A,ENST00000340096,False
JBTS10,ENST00000340096,False
ENST00000377073,ENST00000377073,True
ENSG00000147117,ENST00000377073,True
ZNF157,ENST00000377073,True
HZF22,ENST00000377073,False
ENST00000379526,ENST00000379526,True
ENSG00000205300,ENST00000379526,True
RP11-352D3.2,ENST00000379526,True
ENST00000399120,ENST00000399120,True
ENSG00000159267,ENST00000399120,True
HLCS,ENST00000399120,True
HCS,ENST00000399120,False
ENST00000268459,ENST00000268459,True
ENSG00000140807,ENST00000268459,True
NKD1,ENST00000268459,True
ENST00000271331,ENST00000271331,True
ENSG00000143125,ENST00000271331,True
PROK1,ENST00000271331,True
PK1,ENST00000271331,False
PRK1,ENST00000271331,False
EGVEGF,ENST00000271331,False
ENST00000219299,ENST00000219299,True
ENSG00000103021,ENST00000219299,True
CCDC113,ENST00000219299,True
HSPC065,ENST00000219299,False
DKFZP434N1418,ENST00000219299,False
ENST00000395511,ENST00000395511,True
ENSG00000109016,ENST00000395511,True
DHRS7B,ENST00000395511,True
DKFZP566O084,ENST00000395511,False
MGC8916,ENST00000395511,False
CGI-93,ENST00000395511,False
SDR32C1,ENST00000395511,False
ENST00000300051,ENST00000300051,True
ENSG00000166816,ENST00000300051,True
LDHD,ENST00000300051,True
ENST00000544455,ENST00000544455,True
ENSG00000139618,ENST00000544455,True
BRCA2,ENST00000544455,True
FANCD1,ENST00000544455,False
FACD,ENST00000544455,False
FANCD,ENST00000544455,False
FAD,ENST00000544455,False
FAD1,ENST00000544455,False
BRCC2,ENST00000544455,False
ENST00000327898,ENST00000327898,True
ENSG00000183077,ENST00000327898,True
AFMID,ENST00000327898,True
DKFZP686F03259,ENST00000327898,False
KF,ENST00000327898,False
ENST00000216200,ENST00000216200,True
ENSG00000100362,ENST00000216200,True
PVALB,ENST00000216200,True
D22S749,ENST00000216200,False
ENST00000586582,ENST00000586582,True
ENSG00000167680,ENST00000586582,True
SEMA6B,ENST00000586582,True
SEMAN,ENST00000586582,False
SEMAZ,ENST00000586582,False
SEMA-VIB,ENST00000586582,False
SEM-SEMA-Y,ENST00000586582,False
ENST00000377803,ENST00000377803,True
ENSG00000197061,ENST00000377803,True
HIST1H4C,ENST00000377803,True
H4FG,ENST00000377803,False
H4/G,ENST00000377803,False
DJ221C16.1,ENST00000377803,False
ENST00000288087,ENST00000288087,True
ENSG00000213920,ENST00000288087,True
MDP1,ENST00000288087,True
MGC5987,ENST00000288087,False
FN6PASE,ENST00000288087,False
ENST00000294671,ENST00000294671,True
ENSG00000213512,ENST00000294671,True
GBP7,ENST00000294671,True
FLJ38822,ENST00000294671,False
GBP4L,ENST00000294671,False
ENST00000311269,ENST00000311269,True
ENSG00000173838,ENST00000311269,True
MARCH10,ENST00000311269,True
RNF190,ENST00000311269,False
FLJ35757,ENST00000311269,False
MARCH-X,ENST00000311269,False
ENST00000215885,ENST00000215885,True
ENSG00000100078,ENST00000215885,True
PLA2G3,ENST00000215885,True
GIII-SPLA2,ENST00000215885,False
ENST00000264596,ENST00000264596,True
ENSG00000109674,ENST00000264596,True
NEIL3,ENST00000264596,True
FLJ10858,ENST00000264596,False
HFPG2,ENST00000264596,False
FPG2,ENST00000264596,False
HNEI3,ENST00000264596,False
ENST00000247977,ENST00000247977,True
ENSG00000127452,ENST00000247977,True
FBXL12,ENST00000247977,True
FLJ20188,ENST00000247977,False
FBL12,ENST00000247977,False
ENST00000308423,ENST00000308423,True
ENSG00000131471,ENST00000308423,True
AOC3,ENST00000308423,True
VAP1,ENST00000308423,False
HPAO,ENST00000308423,False
VAP-1,ENST00000308423,False
ENST00000308618,ENST00000308618,True
ENSG00000174279,ENST00000308618,True
EVX2,ENST00000308618,True
ENST00000382396,ENST00000382396,True
ENSG00000168907,ENST00000382396,True
PLA2G4F,ENST00000382396,True
PLA2G4F/Z,ENST00000382396,False
ENST00000454498,ENST00000454498,True
ENSG00000147408,ENST00000454498,True
CSGALNACT1,ENST00000454498,True
CSGALNACT-1,ENST00000454498,False
FLJ11264,ENST00000454498,False
CHGN,ENST00000454498,False
ENST00000461366,ENST00000461366,True
ENSG00000128482,ENST00000461366,True
RNF112,ENST00000461366,True
ZNF179,ENST00000461366,False
BFP,ENST00000461366,False
ENST00000318443,ENST00000318443,True
ENSG00000103855,ENST00000318443,True
CD276,ENST00000318443,True
B7-H3,ENST00000318443,False
B7H3,ENST00000318443,False
B7RP-2,ENST00000318443,False
ENST00000393167,ENST00000393167,True
ENSG00000144134,ENST00000393167,True
RABL2A,ENST00000393167,True
ENST00000483725,ENST00000483725,True
ENSG00000189367,ENST00000483725,True
KIAA0408,ENST00000483725,True
ENST00000367577,ENST00000367577,True
ENSG00000162783,ENST00000367577,True
IER5,ENST00000367577,True
ENST00000477737,ENST00000477737,True
ENSG00000168658,ENST00000477737,True
VWA3B,ENST00000477737,True
DKFZP686F2227,ENST00000477737,False
MGC26733,ENST00000477737,False
ENST00000360759,ENST00000360759,True
ENSG00000170683,ENST00000360759,True
OR10A3,ENST00000360759,True
HTPCRX12,ENST00000360759,False
HSHTPCRX12,ENST00000360759,False
ENST00000454872,ENST00000454872,True
ENSG00000177694,ENST00000454872,True
NAALADL2,ENST00000454872,True
ENST00000319006,ENST00000319006,True
ENSG00000177156,ENST00000319006,True
TALDO1,ENST00000319006,True
ENST00000340758,ENST00000340758,True
ENSG00000142224,ENST00000340758,True
IL19,ENST00000340758,True
IL-19,ENST00000340758,False
MDA1,ENST00000340758,False
ZMDA1,ENST00000340758,False
IL-10C,ENST00000340758,False
NG.1,ENST00000340758,False
ENST00000372101,ENST00000372101,True
ENSG00000176076,ENST00000372101,True
KCNE1L,ENST00000372101,True
ENST00000404459,ENST00000404459,True
ENSG00000204020,ENST00000404459,True
LIPN,ENST00000404459,True
LIPL4,ENST00000404459,False
BA186O14.3,ENST00000404459,False
ENST00000378230,ENST00000378230,True
ENSG00000116198,ENST00000378230,True
CEP104,ENST00000378230,True
KIAA0562,ENST00000378230,False
GLYBP,ENST00000378230,False
RP1-286D6.4,ENST00000378230,False
ENST00000311659,ENST00000311659,True
ENSG00000175520,ENST00000311659,True
UBQLN3,ENST00000311659,True
TUP-1,ENST00000311659,False
ENST00000361987,ENST00000361987,True
ENSG00000242689,ENST00000361987,True
CNTF,ENST00000361987,True
HCNTF,ENST00000361987,False
ENST00000216733,ENST00000216733,True
ENSG00000100842,ENST00000216733,True
EFS,ENST00000216733,True
EFS2,ENST00000216733,False
EFS1,ENST00000216733,False
HEFS,ENST00000216733,False
SIN,ENST00000216733,False
CASS3,ENST00000216733,False
ENST00000370353,ENST00000370353,True
ENSG00000130032,ENST00000370353,True
PRRG3,ENST00000370353,True
TMG3,ENST00000370353,False
ENST00000399794,ENST00000399794,True
ENSG00000213516,ENST00000399794,True
RBMXL1,ENST00000399794,True
KAT3,ENST00000399794,False
ENST00000371445,ENST00000371445,True
ENSG00000143006,ENST00000371445,True
DMRTB1,ENST00000371445,True
ENST00000376652,ENST00000376652,True
ENSG00000197586,ENST00000376652,True
ENTPD6,ENST00000376652,True
CD39L2,ENST00000376652,False
IL6ST2,ENST00000376652,False
NTPDASE-6,ENST00000376652,False
DJ738P15.3,ENST00000376652,False
ENST00000340313,ENST00000340313,True
ENSG00000173338,ENST00000340313,True
KCNK7,ENST00000340313,True
K2P7.1,ENST00000340313,False
